index,timestamp,metric_value,checks
75263,209.0,71.121362,1.0
75277,209.0,74.010425,1.0
75291,209.0,1460.257711,1.0
75305,209.0,1270.343028,1.0
75319,209.0,83.582483,1.0
75333,209.0,1464.19645,1.0
75347,209.0,1363.57004,1.0
75361,209.0,1331.326406,1.0
75375,209.0,1432.897274,1.0
75389,209.0,92.520586,1.0
75403,209.0,90.619003,1.0
75417,209.0,1334.379301,1.0
75431,209.0,76.854004,1.0
75445,209.0,1424.565091,1.0
75459,209.0,83.690689,1.0
75473,209.0,1366.818821,1.0
75487,209.0,1433.456341,1.0
75501,209.0,1408.892819,1.0
75515,209.0,82.260216,1.0
75529,209.0,1530.769314,1.0
75543,209.0,1323.277743,1.0
75557,209.0,70.46127,1.0
75571,210.0,70.575099,1.0
75585,210.0,1361.98837,1.0
75599,210.0,88.618724,1.0
75613,210.0,1443.254603,1.0
75629,210.0,72.704702,1.0
75643,210.0,1441.04196,1.0
75657,210.0,72.109517,1.0
75671,210.0,66.663605,1.0
75685,210.0,63.841321,1.0
75699,210.0,79.225759,1.0
75713,210.0,1328.964735,1.0
75727,210.0,89.540459,1.0
75741,210.0,1464.600842,1.0
75755,210.0,69.210154,1.0
75769,210.0,1390.903046,1.0
75783,210.0,73.32969,1.0
75797,210.0,1327.960573,1.0
75811,210.0,1311.28351,1.0
75825,210.0,82.388222,1.0
75839,210.0,1407.989532,1.0
75853,210.0,1338.862684,1.0
75867,210.0,82.449518,1.0
75881,210.0,1450.060468,1.0
75895,210.0,84.080649,1.0
75909,210.0,1438.898462,1.0
75923,211.0,70.575377,1.0
75937,211.0,75.405148,1.0
75953,211.0,1392.297205,1.0
75967,211.0,92.073935,1.0
75981,211.0,1355.535116,1.0
75995,211.0,1408.660913,1.0
76009,211.0,1430.226406,1.0
76023,211.0,75.339068,1.0
76037,211.0,1601.048042,1.0
76051,211.0,1400.362645,1.0
76065,211.0,83.105255,1.0
76079,211.0,1507.789131,1.0
76093,211.0,73.104979,1.0
76107,211.0,1365.154492,1.0
76121,211.0,70.825461,1.0
76135,211.0,1472.119322,1.0
76149,211.0,75.393358,1.0
76163,211.0,67.737328,1.0
76177,211.0,1435.38447,1.0
76191,211.0,69.495807,1.0
76205,211.0,64.425035,1.0
76219,211.0,75.976657,1.0
76233,211.0,77.800094,1.0
76247,211.0,1286.23614,1.0
76261,211.0,1331.136437,1.0
76275,211.0,76.221093,1.0
76289,212.0,1547.798249,1.0
76303,212.0,75.661917,1.0
76319,212.0,83.263002,1.0
76333,212.0,1423.384434,1.0
76347,212.0,1362.21914,1.0
76361,212.0,1289.076537,1.0
76375,212.0,79.453331,1.0
76389,212.0,1427.013627,1.0
76403,212.0,77.726634,1.0
76417,212.0,1536.952071,1.0
76431,212.0,1376.849726,1.0
76445,212.0,89.089538,1.0
76459,212.0,151.949521,1.0
76473,212.0,1365.158089,1.0
76487,212.0,1402.693178,1.0
76501,212.0,1333.198764,1.0
76515,212.0,1405.524647,1.0
76529,212.0,82.338362,1.0
76543,212.0,1341.127329,1.0
76557,212.0,1501.823257,1.0
76571,212.0,78.54842,1.0
76585,212.0,69.194841,1.0
76599,212.0,1406.040796,1.0
76613,212.0,73.055898,1.0
76627,212.0,74.998013,1.0
76641,212.0,1468.215564,1.0
76655,212.0,1363.863762,1.0
76669,213.0,1485.678908,1.0
76685,213.0,1364.476481,1.0
76699,213.0,1397.427034,1.0
76713,213.0,1319.656439,1.0
76727,213.0,1236.898061,1.0
76741,213.0,1312.341233,1.0
76755,213.0,1334.926604,1.0
76769,213.0,1353.952579,1.0
76783,213.0,1275.874578,1.0
76797,213.0,1309.466605,1.0
76811,213.0,1137.409649,1.0
76825,213.0,1133.192878,1.0
76839,213.0,1194.773638,1.0
76853,213.0,1237.733487,1.0
76867,213.0,1306.273782,1.0
76881,213.0,1304.671316,1.0
76895,213.0,1172.095665,1.0
76909,214.0,1107.615748,1.0
76923,214.0,1096.195762,1.0
76937,214.0,1132.504092,1.0
76953,214.0,1277.272376,1.0
76967,214.0,1118.552187,1.0
76981,214.0,1171.865327,1.0
76995,214.0,1174.740188,1.0
77009,214.0,1101.37421,1.0
77023,214.0,1088.698685,1.0
77037,214.0,1244.686462,1.0
77051,214.0,1167.979957,1.0
77065,214.0,1120.273185,1.0
77079,214.0,1175.61279,1.0
77093,214.0,84.411854,1.0
77107,214.0,68.104897,1.0
77121,214.0,1099.381691,1.0
77135,214.0,86.337753,1.0
77149,214.0,1212.231839,1.0
77163,215.0,1119.083668,1.0
77177,215.0,1215.014568,1.0
77191,215.0,87.388867,1.0
77205,215.0,1278.121394,1.0
77219,215.0,1212.789431,1.0
77235,215.0,71.72584,1.0
77249,215.0,74.771656,1.0
77263,215.0,1264.501215,1.0
77277,215.0,1209.721087,1.0
77291,215.0,81.994126,1.0
77305,215.0,80.397689,1.0
77319,215.0,1257.714715,1.0
77333,215.0,1336.904857,1.0
77347,215.0,77.02577,1.0
77361,215.0,1302.794307,1.0
77375,215.0,67.936298,1.0
77389,215.0,65.274582,1.0
77403,215.0,65.005336,1.0
77417,215.0,64.90407,1.0
77431,215.0,85.239529,1.0
77445,215.0,79.791842,1.0
77459,215.0,74.506817,1.0
77473,215.0,1516.356026,1.0
77487,215.0,1488.337528,1.0
77501,215.0,1437.550465,1.0
77515,216.0,81.969479,1.0
77529,216.0,1457.567694,1.0
77543,216.0,1383.220089,1.0
77557,216.0,1401.263714,1.0
77571,216.0,97.516541,1.0
77585,216.0,1458.818649,1.0
77601,216.0,69.599855,1.0
77615,216.0,72.156606,1.0
77629,216.0,1491.627661,1.0
77643,216.0,76.214368,1.0
77657,216.0,1455.995651,1.0
77671,216.0,85.168986,1.0
77685,216.0,1419.523832,1.0
77699,216.0,1442.716022,1.0
77713,216.0,83.981468,1.0
77727,216.0,1452.405653,1.0
77741,216.0,1572.793288,1.0
77755,216.0,78.036806,1.0
77769,216.0,1437.6961,1.0
77783,216.0,1559.227866,1.0
77797,216.0,81.711601,1.0
77811,216.0,1453.353813,1.0
77825,216.0,69.344478,1.0
77839,216.0,69.294151,1.0
77853,216.0,68.134756,1.0
77867,216.0,1548.095594,1.0
77881,216.0,84.385717,1.0
77895,216.0,1571.992366,1.0
77909,217.0,75.062752,1.0
77923,217.0,1581.037559,1.0
77937,217.0,65.939463,1.0
77953,217.0,72.889887,1.0
77967,217.0,73.240269,1.0
77981,217.0,1254.531363,1.0
77995,217.0,75.591456,1.0
78009,217.0,1406.119764,1.0
78023,217.0,1437.940735,1.0
78037,217.0,75.52019,1.0
78051,217.0,1480.602094,1.0
78065,217.0,81.968828,1.0
78079,217.0,1442.09968,1.0
78093,217.0,76.767159,1.0
78107,217.0,1557.779538,1.0
78121,217.0,77.621909,1.0
78135,217.0,1524.70409,1.0
78149,217.0,1402.9831,1.0
78163,217.0,74.404856,1.0
78177,217.0,74.527019,1.0
78191,217.0,1397.245346,1.0
78205,217.0,1363.464602,1.0
78219,217.0,1302.239612,1.0
78233,217.0,80.392945,1.0
78247,217.0,1356.658951,1.0
78261,217.0,75.643469,1.0
78275,217.0,1534.928272,1.0
78289,218.0,79.82025,1.0
78303,218.0,1333.023567,1.0
78317,218.0,1406.615392,1.0
78331,218.0,75.053989,1.0
78345,218.0,1464.658159,1.0
78359,218.0,67.138964,1.0
78375,218.0,69.672399,1.0
78389,218.0,71.443835,1.0
78403,218.0,1346.639155,1.0
78417,218.0,1414.670309,1.0
78431,218.0,81.511026,1.0
78445,218.0,1381.158455,1.0
78459,218.0,83.17595,1.0
78473,218.0,68.633855,1.0
78487,218.0,96.623527,1.0
78501,218.0,77.425976,1.0
78515,218.0,1418.82505,1.0
78529,218.0,1381.56867,1.0
78543,218.0,1356.62437,1.0
78557,218.0,73.975326,1.0
78571,218.0,80.068839,1.0
78585,218.0,1452.414143,1.0
78599,218.0,1398.678007,1.0
78613,218.0,80.411493,1.0
78627,218.0,1347.210287,1.0
78641,219.0,73.611453,1.0
78655,219.0,69.619824,1.0
78671,219.0,1449.324186,1.0
78685,219.0,103.995301,1.0
78699,219.0,1408.268891,1.0
78713,219.0,1543.918389,1.0
78727,219.0,80.044582,1.0
78741,219.0,1403.678236,1.0
78755,219.0,1452.390275,1.0
78769,219.0,1475.167755,1.0
78783,219.0,79.862955,1.0
78797,219.0,1427.259191,1.0
78811,219.0,1368.734665,1.0
78825,219.0,77.723439,1.0
78839,219.0,1447.252329,1.0
78853,219.0,73.549167,1.0
78867,219.0,68.578262,1.0
78881,219.0,1495.328403,1.0
78895,219.0,63.494055,1.0
78909,219.0,76.206879,1.0
78923,219.0,1390.997941,1.0
78937,219.0,95.562537,1.0
78951,219.0,1527.822739,1.0
78965,219.0,72.358504,1.0
78979,219.0,1443.572108,1.0
78993,219.0,73.214157,1.0
79007,220.0,68.905241,1.0
79021,220.0,76.766581,1.0
79035,220.0,1388.631658,1.0
79051,220.0,1429.225802,1.0
79065,220.0,76.479609,1.0
79079,220.0,1478.907359,1.0
79093,220.0,1360.305626,1.0
79107,220.0,83.580526,1.0
79121,220.0,1403.652819,1.0
79135,220.0,75.143572,1.0
79149,220.0,72.410184,1.0
79163,220.0,1492.258071,1.0
79177,220.0,68.67465,1.0
79191,220.0,74.082745,1.0
79205,220.0,98.7893,1.0
79219,220.0,1469.744352,1.0
79233,220.0,1554.659792,1.0
79247,220.0,106.722465,1.0
79261,220.0,1570.962158,1.0
79275,220.0,1515.593885,1.0
79289,220.0,1538.101886,1.0
79303,220.0,88.21876,1.0
79317,220.0,1580.837557,1.0
79331,220.0,75.550398,1.0
79345,220.0,1517.687758,1.0
79359,221.0,1579.816549,1.0
79373,221.0,93.48711,1.0
79387,221.0,1562.455711,1.0
79403,221.0,142.769233,1.0
79417,221.0,134.962082,1.0
79431,221.0,1579.576011,1.0
79445,221.0,1535.60002,1.0
79459,221.0,159.716144,1.0
79473,221.0,150.637503,1.0
79487,221.0,1407.355912,1.0
79501,221.0,1499.876818,1.0
79515,221.0,135.130026,1.0
79529,221.0,141.507442,1.0
79543,221.0,1398.075735,1.0
79557,221.0,1455.685244,1.0
79571,221.0,147.414649,1.0
79585,221.0,152.610419,1.0
79599,221.0,1428.713298,1.0
79613,221.0,1354.057758,1.0
79627,221.0,1425.247522,1.0
79641,221.0,139.682005,1.0
79655,221.0,138.797798,1.0
79669,221.0,1349.332797,1.0
79683,221.0,136.419544,1.0
79697,221.0,136.191958,1.0
79711,221.0,1288.501313,1.0
79725,222.0,146.489359,1.0
79739,222.0,141.251963,1.0
79753,222.0,1317.266179,1.0
79769,222.0,1319.018666,1.0
79783,222.0,1320.091568,1.0
79797,222.0,1301.463403,1.0
79811,222.0,1499.629995,1.0
79825,222.0,180.096689,1.0
79839,222.0,186.40069,1.0
79853,222.0,1324.865824,1.0
79867,222.0,138.049901,1.0
79881,222.0,1306.571175,1.0
79895,222.0,153.418437,1.0
79909,222.0,1313.576068,1.0
79923,222.0,245.127259,1.0
79937,222.0,227.520497,1.0
79951,222.0,1335.032848,1.0
79965,222.0,1321.68814,1.0
79979,222.0,138.907364,1.0
79993,222.0,1412.943807,1.0
80007,222.0,152.989725,1.0
80021,222.0,139.970697,1.0
80035,222.0,136.323751,1.0
80049,222.0,1262.035478,1.0
80063,222.0,1371.133887,1.0
80077,222.0,1293.811359,1.0
80091,222.0,1401.070282,1.0
80105,223.0,159.225608,1.0
80119,223.0,169.456136,1.0
80133,223.0,1387.684159,1.0
80149,223.0,136.507052,1.0
80163,223.0,131.193271,1.0
80177,223.0,1393.036948,1.0
80191,223.0,145.565095,1.0
80205,223.0,1348.227538,1.0
80219,223.0,150.290862,1.0
80233,223.0,1306.357001,1.0
80247,223.0,150.796662,1.0
80261,223.0,150.365306,1.0
80275,223.0,1338.665483,1.0
80289,223.0,1374.114317,1.0
80303,223.0,1365.829766,1.0
80317,223.0,1288.346221,1.0
80331,223.0,149.919987,1.0
80345,223.0,1463.382826,1.0
80359,223.0,160.949554,1.0
80373,223.0,1358.031663,1.0
80387,223.0,138.302305,1.0
80401,223.0,132.399496,1.0
80415,223.0,144.547672,1.0
80429,223.0,149.006237,1.0
80443,223.0,1293.990279,1.0
80457,223.0,1442.345526,1.0
80471,223.0,1282.811055,1.0
80485,224.0,1307.514237,1.0
80499,224.0,153.631205,1.0
80513,224.0,143.009692,1.0
80527,224.0,69.937978,1.0
80543,224.0,74.409676,1.0
80557,224.0,1352.638119,1.0
80571,224.0,86.28973,1.0
80585,224.0,1435.26905,1.0
80599,224.0,1404.233236,1.0
80613,224.0,1400.399191,1.0
80627,224.0,83.789363,1.0
80641,224.0,1385.716846,1.0
80655,224.0,90.299139,1.0
80669,224.0,70.565441,1.0
80683,224.0,1342.49028,1.0
80697,224.0,66.055336,1.0
80711,224.0,76.147771,1.0
80725,224.0,1344.977492,1.0
80739,224.0,1286.158298,1.0
80753,224.0,90.723303,1.0
80767,224.0,1454.799137,1.0
80781,224.0,83.712243,1.0
80795,224.0,1374.659658,1.0
80809,224.0,1313.726907,1.0
80823,224.0,76.749875,1.0
80837,225.0,1473.182694,1.0
80851,225.0,84.55086,1.0
80865,225.0,1486.582576,1.0
80879,225.0,75.555425,1.0
80895,225.0,1427.362966,1.0
80909,225.0,65.7609,1.0
80923,225.0,69.05561,1.0
80937,225.0,83.421559,1.0
80951,225.0,1315.514121,1.0
80965,225.0,1335.190584,1.0
80979,225.0,80.526462,1.0
80993,225.0,1436.965683,1.0
81007,225.0,1484.858728,1.0
81021,225.0,70.077491,1.0
81035,225.0,1536.232088,1.0
81049,225.0,69.353159,1.0
81063,225.0,70.832489,1.0
81077,225.0,75.041474,1.0
81091,225.0,1349.689364,1.0
81105,225.0,75.03088,1.0
81119,225.0,1544.648395,1.0
81133,225.0,79.851215,1.0
81147,225.0,1497.134683,1.0
81161,225.0,1514.571425,1.0
81175,225.0,69.908827,1.0
81189,225.0,1484.185259,1.0
81203,225.0,69.303783,1.0
81217,226.0,1480.187061,1.0
81231,226.0,71.177648,1.0
81245,226.0,76.955265,1.0
81261,226.0,1409.111671,1.0
81275,226.0,75.790616,1.0
81289,226.0,1460.300255,1.0
81303,226.0,78.081807,1.0
81317,226.0,1521.65693,1.0
81331,226.0,1411.092351,1.0
81345,226.0,71.939398,1.0
81359,226.0,66.857917,1.0
81373,226.0,83.112068,1.0
81387,226.0,1601.741419,1.0
81401,226.0,1522.04468,1.0
81415,226.0,1555.588614,1.0
81429,226.0,97.991042,1.0
81443,226.0,72.902277,1.0
81457,226.0,1562.917312,1.0
81471,226.0,73.714179,1.0
81485,226.0,1392.220728,1.0
81499,226.0,73.085312,1.0
81513,226.0,1463.608467,1.0
81527,226.0,78.336744,1.0
81541,226.0,1501.853213,1.0
81555,226.0,1565.94581,1.0
81569,226.0,74.686037,1.0
81583,227.0,1521.645172,1.0
81597,227.0,77.863557,1.0
81613,227.0,76.214837,1.0
81627,227.0,85.117922,1.0
81641,227.0,1403.898399,1.0
81655,227.0,74.130472,1.0
81669,227.0,1558.371725,1.0
81683,227.0,1430.284094,1.0
81697,227.0,73.652064,1.0
81711,227.0,1507.422358,1.0
81725,227.0,82.294002,1.0
81739,227.0,1436.809505,1.0
81753,227.0,1631.279305,1.0
81767,227.0,75.941856,1.0
81781,227.0,71.153379,1.0
81795,227.0,1413.274448,1.0
81809,227.0,82.74184,1.0
81823,227.0,1504.880398,1.0
81837,227.0,66.776907,1.0
81851,227.0,1459.848453,1.0
81865,227.0,80.186493,1.0
81879,227.0,1533.366643,1.0
81893,227.0,69.808269,1.0
81907,227.0,81.883869,1.0
81921,227.0,1458.317951,1.0
81935,228.0,1446.351427,1.0
81949,228.0,1470.643597,1.0
81963,228.0,96.696401,1.0
81977,228.0,1390.038038,1.0
81991,228.0,88.141436,1.0
82007,228.0,1286.250375,1.0
82021,228.0,81.211542,1.0
82035,228.0,1534.412854,1.0
82049,228.0,78.908625,1.0
82063,228.0,1466.10254,1.0
82077,228.0,1379.856442,1.0
82091,228.0,77.058875,1.0
82105,228.0,70.211226,1.0
82119,228.0,1586.9988,1.0
82133,228.0,74.620858,1.0
82147,228.0,1339.343633,1.0
82161,228.0,69.080182,1.0
82175,228.0,79.019826,1.0
82189,228.0,1438.909394,1.0
82203,228.0,1460.213321,1.0
82217,228.0,87.731673,1.0
82231,228.0,1410.644632,1.0
82245,228.0,90.17596,1.0
82259,228.0,1393.739706,1.0
82273,228.0,69.896133,1.0
82287,228.0,1352.626522,1.0
82301,229.0,67.376231,1.0
82315,229.0,81.862149,1.0
82331,229.0,1419.999798,1.0
82345,229.0,75.577948,1.0
82359,229.0,1693.81221,1.0
82373,229.0,74.452604,1.0
82387,229.0,1422.033875,1.0
82401,229.0,80.707259,1.0
82415,229.0,1539.496095,1.0
82429,229.0,1368.274267,1.0
82443,229.0,82.484049,1.0
82457,229.0,1380.270825,1.0
82471,229.0,1345.146849,1.0
82485,229.0,73.101888,1.0
82499,229.0,1515.493752,1.0
82513,229.0,77.859212,1.0
82527,229.0,1343.075528,1.0
82541,229.0,74.485494,1.0
82555,229.0,107.282951,1.0
82569,229.0,1397.095522,1.0
82583,229.0,101.334536,1.0
82597,229.0,1539.41367,1.0
82611,229.0,1454.933899,1.0
82625,229.0,71.276727,1.0
82639,229.0,1459.107355,1.0
82653,229.0,87.131912,1.0
82667,230.0,1423.844977,1.0
82681,230.0,72.576991,1.0
82695,230.0,1389.947037,1.0
82709,230.0,83.711594,1.0
82725,230.0,100.547629,1.0
82739,230.0,1517.934457,1.0
82753,230.0,1485.963394,1.0
82767,230.0,85.173716,1.0
82781,230.0,1445.173943,1.0
82795,230.0,1429.253011,1.0
82809,230.0,81.059304,1.0
82823,230.0,1459.064317,1.0
82837,230.0,1552.306695,1.0
82851,230.0,1390.955067,1.0
82865,230.0,1496.640049,1.0
82879,230.0,1406.368958,1.0
82893,230.0,1431.038038,1.0
82907,230.0,1511.627788,1.0
82921,230.0,1442.100251,1.0
82935,231.0,1489.943346,1.0
82949,231.0,1243.067271,1.0
82963,231.0,1310.682703,1.0
82979,231.0,1374.720673,1.0
82993,231.0,1300.710196,1.0
83007,231.0,69.571707,1.0
83021,231.0,1247.722196,1.0
83035,231.0,68.296874,1.0
83049,231.0,1367.343648,1.0
83063,231.0,78.874618,1.0
83077,231.0,1084.037065,1.0
83091,231.0,79.278411,1.0
83105,231.0,1199.456923,1.0
83119,231.0,1263.623875,1.0
83133,231.0,1231.629233,1.0
83147,231.0,1217.886802,1.0
83161,231.0,68.675866,1.0
83175,231.0,65.257642,1.0
83189,231.0,65.14634,1.0
83203,231.0,1154.260525,1.0
83217,231.0,70.777192,1.0
83231,231.0,69.607465,1.0
83245,231.0,1214.36887,1.0
83259,231.0,69.962075,1.0
83273,232.0,75.462641,1.0
83287,232.0,1302.933343,1.0
83301,232.0,1282.335257,1.0
83315,232.0,75.777226,1.0
83329,232.0,1243.975349,1.0
83343,232.0,1277.256542,1.0
83357,232.0,80.029992,1.0
83373,232.0,1210.168904,1.0
83387,232.0,1366.556302,1.0
83401,232.0,1193.557018,1.0
83415,232.0,83.084591,1.0
83429,232.0,75.754654,1.0
83443,232.0,120.160863,1.0
83457,232.0,1371.155503,1.0
83471,232.0,1367.910639,1.0
83485,232.0,99.841171,1.0
83499,232.0,1333.097888,1.0
83513,232.0,65.198293,1.0
83527,232.0,70.023525,1.0
83541,232.0,87.613955,1.0
83555,232.0,1202.144936,1.0
83569,232.0,1440.172165,1.0
83583,232.0,1304.333863,1.0
83597,232.0,1306.214502,1.0
83611,232.0,86.153912,1.0
83625,232.0,1533.358559,1.0
83639,232.0,1377.3469,1.0
83653,232.0,74.098691,1.0
83667,232.0,1412.437455,1.0
83681,233.0,74.521964,1.0
83695,233.0,67.784732,1.0
83711,233.0,72.83088,1.0
83725,233.0,1387.670083,1.0
83739,233.0,76.345303,1.0
83753,233.0,68.49973,1.0
83767,233.0,67.898767,1.0
83781,233.0,1481.776955,1.0
83795,233.0,87.778503,1.0
83809,233.0,1233.026219,1.0
83823,233.0,1472.979441,1.0
83837,233.0,1470.417663,1.0
83851,233.0,83.126068,1.0
83865,233.0,1366.058248,1.0
83879,233.0,1472.594817,1.0
83893,233.0,1475.157371,1.0
83907,233.0,74.958167,1.0
83921,233.0,70.619971,1.0
83935,233.0,1512.409194,1.0
83949,233.0,68.308952,1.0
83963,233.0,75.686245,1.0
83977,233.0,1380.718892,1.0
83991,233.0,71.983856,1.0
84005,233.0,1488.595195,1.0
84019,233.0,68.463157,1.0
84033,233.0,1440.418198,1.0
84047,234.0,94.488954,1.0
84061,234.0,67.251417,1.0
84075,234.0,1375.736114,1.0
84091,234.0,85.093275,1.0
84105,234.0,1427.47824,1.0
84119,234.0,100.400915,1.0
84133,234.0,1414.417081,1.0
84147,234.0,1403.143988,1.0
84161,234.0,1518.608788,1.0
84175,234.0,84.274492,1.0
84189,234.0,1597.041178,1.0
84203,234.0,1471.551291,1.0
84217,234.0,72.258915,1.0
84231,234.0,1360.075991,1.0
84245,234.0,67.512811,1.0
84259,234.0,63.694901,1.0
84273,234.0,69.432037,1.0
84287,234.0,69.3735,1.0
84301,234.0,1371.260935,1.0
84315,234.0,102.376499,1.0
84329,234.0,1400.075553,1.0
84343,234.0,1403.271518,1.0
84357,234.0,1323.360239,1.0
84371,234.0,79.334226,1.0
84385,234.0,1432.2861,1.0
84399,234.0,1366.214489,1.0
84413,235.0,80.511577,1.0
84427,235.0,1428.249125,1.0
84441,235.0,1322.00467,1.0
84455,235.0,67.631795,1.0
84471,235.0,71.89041,1.0
84485,235.0,68.912499,1.0
84499,235.0,1417.263467,1.0
84513,235.0,67.560967,1.0
84527,235.0,90.385179,1.0
84541,235.0,1429.266228,1.0
84555,235.0,71.849751,1.0
84569,235.0,1451.954914,1.0
84583,235.0,80.101401,1.0
84597,235.0,1373.181082,1.0
84611,235.0,73.116835,1.0
84625,235.0,1318.740175,1.0
84639,235.0,1332.549376,1.0
84653,235.0,74.515358,1.0
84667,235.0,1460.722422,1.0
84681,235.0,73.732498,1.0
84695,235.0,100.396953,1.0
84709,235.0,1418.331216,1.0
84723,235.0,1469.267877,1.0
84737,235.0,72.236129,1.0
84751,235.0,1629.340379,1.0
84765,235.0,66.492674,1.0
84779,236.0,69.027652,1.0
84793,236.0,99.512194,1.0
84809,236.0,1672.62496,1.0
84823,236.0,72.018871,1.0
84837,236.0,66.523562,1.0
84851,236.0,76.60027,1.0
84865,236.0,1504.68228,1.0
84879,236.0,1672.425681,1.0
84893,236.0,1513.976334,1.0
84907,236.0,1534.739696,1.0
84921,236.0,87.514758,1.0
84935,236.0,1419.902485,1.0
84949,236.0,1613.335233,1.0
84963,236.0,81.788351,1.0
84977,236.0,1632.97585,1.0
84991,236.0,70.84117,1.0
85005,236.0,1599.631932,1.0
85019,236.0,74.642576,1.0
85033,236.0,1504.545175,1.0
85047,236.0,71.792731,1.0
85061,236.0,70.461728,1.0
85075,236.0,70.406967,1.0
85089,236.0,1536.001305,1.0
85103,236.0,1507.058941,1.0
85117,236.0,72.538801,1.0
85131,237.0,82.730216,1.0
85145,237.0,1510.846826,1.0
85161,237.0,73.144661,1.0
85175,237.0,79.636084,1.0
85189,237.0,1589.445483,1.0
85203,237.0,1621.754315,1.0
85217,237.0,102.810213,1.0
85231,237.0,1415.960359,1.0
85245,237.0,1453.795969,1.0
85259,237.0,1693.391166,1.0
85273,237.0,83.542891,1.0
85287,237.0,1489.563038,1.0
85301,237.0,72.978495,1.0
85315,237.0,72.847146,1.0
85329,237.0,1356.916236,1.0
85343,237.0,66.091474,1.0
85357,237.0,77.841503,1.0
85371,237.0,1285.719571,1.0
85385,237.0,76.455759,1.0
85399,237.0,1314.338173,1.0
85413,237.0,78.73475,1.0
85427,237.0,1393.171455,1.0
85441,237.0,1459.723798,1.0
85455,237.0,73.053217,1.0
85469,237.0,1470.030345,1.0
85483,237.0,1495.877795,1.0
85497,237.0,73.411049,1.0
85511,238.0,76.470938,1.0
85525,238.0,1453.224662,1.0
85539,238.0,1365.745055,1.0
85555,238.0,70.768378,1.0
85569,238.0,1573.002392,1.0
85583,238.0,67.066576,1.0
85597,238.0,65.658475,1.0
85611,238.0,75.283414,1.0
85625,238.0,1450.233628,1.0
85639,238.0,75.564852,1.0
85653,238.0,1382.906913,1.0
85667,238.0,1528.769234,1.0
85681,238.0,71.836836,1.0
85695,238.0,79.203586,1.0
85709,238.0,1386.516309,1.0
85723,238.0,90.566864,1.0
85737,238.0,1279.459433,1.0
85751,238.0,1472.712604,1.0
85765,238.0,1426.412849,1.0
85779,238.0,101.18987,1.0
85793,238.0,1445.040681,1.0
85807,238.0,73.921678,1.0
85821,238.0,1400.469459,1.0
85835,238.0,1358.612703,1.0
85849,238.0,82.435432,1.0
85863,238.0,66.060509,1.0
85877,239.0,89.735021,1.0
85891,239.0,1376.244227,1.0
85907,239.0,90.877381,1.0
85921,239.0,1375.129497,1.0
85935,239.0,84.259292,1.0
85949,239.0,1541.92039,1.0
85963,239.0,82.534251,1.0
85977,239.0,1413.732719,1.0
85991,239.0,1418.473719,1.0
86005,239.0,1525.578376,1.0
86019,239.0,73.114949,1.0
86033,239.0,85.492599,1.0
86047,239.0,1374.202563,1.0
86061,239.0,79.819574,1.0
86075,239.0,1420.236162,1.0
86089,239.0,1514.494583,1.0
86103,239.0,79.278438,1.0
86117,239.0,77.402407,1.0
86131,239.0,105.913775,1.0
86145,239.0,1384.715332,1.0
86159,239.0,74.165022,1.0
86173,239.0,1472.936913,1.0
86187,239.0,1567.719801,1.0
86201,239.0,76.998139,1.0
86215,240.0,79.761629,1.0
86229,240.0,1409.657076,1.0
86243,240.0,1365.159392,1.0
86259,240.0,81.251694,1.0
86273,240.0,1507.200263,1.0
86287,240.0,1328.157045,1.0
86301,240.0,83.644817,1.0
86315,240.0,1476.105264,1.0
86329,240.0,1491.875365,1.0
86343,240.0,77.754189,1.0
86357,240.0,1426.566042,1.0
86371,240.0,85.014434,1.0
86385,240.0,70.060783,1.0
86399,240.0,72.998673,1.0
86413,240.0,1306.561093,1.0
86427,240.0,72.802625,1.0
86441,240.0,1577.373279,1.0
86455,240.0,1358.26657,1.0
86469,240.0,97.339995,1.0
86483,240.0,1417.91283,1.0
86497,240.0,1392.297661,1.0
86511,240.0,79.381294,1.0
86525,240.0,1450.817451,1.0
86539,240.0,70.530916,1.0
86553,240.0,72.318219,1.0
86567,240.0,1359.144243,1.0
86581,240.0,1364.19962,1.0
86595,241.0,78.035537,1.0
86609,241.0,1548.532622,1.0
86623,241.0,70.937766,1.0
86639,241.0,67.069718,1.0
86653,241.0,75.839528,1.0
86667,241.0,1327.842874,1.0
86681,241.0,77.680225,1.0
86695,241.0,1383.229641,1.0
86709,241.0,90.692546,1.0
86723,241.0,1527.113193,1.0
86737,241.0,1275.821245,1.0
86751,241.0,1355.671517,1.0
86765,241.0,73.728501,1.0
86779,241.0,1389.104968,1.0
86793,241.0,73.681129,1.0
86807,241.0,1386.692172,1.0
86821,241.0,66.537922,1.0
86835,241.0,1438.330227,1.0
86849,241.0,75.608435,1.0
86863,241.0,71.064542,1.0
86877,241.0,1521.468845,1.0
86891,241.0,72.224553,1.0
86905,241.0,73.224807,1.0
86919,241.0,1352.680938,1.0
86933,241.0,1565.03305,1.0
86947,241.0,76.68058,1.0
86961,242.0,1326.779029,1.0
86975,242.0,79.910907,1.0
86989,242.0,1365.913174,1.0
87003,242.0,1330.069589,1.0
87019,242.0,1420.79881,1.0
87033,242.0,74.06774,1.0
87047,242.0,72.248991,1.0
87061,242.0,75.984724,1.0
87075,242.0,1345.009078,1.0
87089,242.0,1514.826452,1.0
87103,242.0,1314.663009,1.0
87117,242.0,83.170314,1.0
87131,242.0,1414.632552,1.0
87145,242.0,157.101815,1.0
