0 93.282203
0 54.480021
0 50.574387
0 48.953238
1 49.257088
1 49.857679
1 49.956200
1 49.918945
1 49.854864
1 48.066929
1 52.663866
1 51.407935
1 50.217838
1 48.519819
1 49.029955
1 48.145190
1 52.095405
1 49.170616
1 49.458142
1 49.027698
1 48.910615
1 48.876245
1 48.417049
1 47.934753
2 47.773949
2 47.925401
2 48.817405
2 48.071475
2 49.409030
2 48.648820
2 49.250977
2 49.137235
2 48.050136
2 49.421756
2 50.356273
2 52.286102
2 49.689481
2 50.283273
2 49.584978
2 48.193557
2 48.745392
2 50.944331
2 49.306411
2 49.257722
3 49.316664
3 49.234352
3 49.111671
3 48.650412
3 49.478503
3 48.938127
3 48.265505
3 51.206381
3 49.141806
3 48.314822
3 48.889051
3 50.423222
3 48.436856
3 48.789499
3 48.254392
3 48.294984
3 48.722451
3 48.253709
3 48.179953
3 48.321463
3 48.082811
4 49.722838
4 49.596030
4 49.284049
4 48.807822
4 47.550089
4 48.069905
4 49.775552
4 48.029073
4 48.350842
4 47.770152
4 48.308329
4 48.998470
4 50.649440
4 48.839616
4 48.818093
4 47.410308
4 55.021905
4 58.164462
4 57.151085
5 56.862729
5 48.890849
5 48.762089
5 48.234900
5 49.228037
5 48.908700
5 47.935194
5 51.532778
5 48.605171
5 52.624592
5 48.942813
5 48.358876
5 49.931338
5 50.590848
5 48.511939
5 48.093245
5 48.771293
5 65.438211
5 49.674022
5 48.751111
6 48.811873
6 48.419248
6 50.120196
6 50.784303
6 49.153003
6 48.442590
6 48.680809
6 50.963300
6 47.752210
6 49.814535
6 47.953474
6 48.517594
6 50.307821
6 49.405541
6 48.082068
6 49.648653
6 48.607424
6 54.204820
6 49.435589
6 55.394411
7 48.561752
7 51.862828
7 48.252628
7 50.317204
7 49.974738
7 48.798899
7 51.347666
7 49.646168
7 48.774973
7 48.442763
7 48.066797
7 50.440391
7 49.617014
7 48.736303
7 49.345742
7 48.623342
7 49.086546
7 52.006712
7 48.128751
7 48.288036
7 49.368997
8 48.447457
8 48.280820
8 50.369577
8 48.527983
8 49.039339
8 48.579347
8 53.236644
8 55.708098
8 49.706707
8 48.726587
8 49.810810
8 49.443662
8 50.052597
8 49.938701
8 49.364580
8 48.639908
8 51.284901
8 49.207995
8 63.954759
9 48.486202
9 54.184370
9 48.104750
9 49.762750
9 48.755127
9 48.186950
9 48.486255
9 50.135865
9 48.169540
9 49.234203
9 47.889354
9 48.969903
9 48.144537
9 48.124261
9 48.537964
9 48.742141
9 48.144107
9 50.392275
9 47.793014
9 47.894856
9 48.953393
10 48.395317
10 48.105304
10 49.965624
10 47.694776
10 48.856771
10 51.396021
10 53.340921
10 48.477418
10 48.039919
10 48.829732
10 48.876599
10 48.207062
10 50.655027
10 48.024480
10 48.036497
10 48.404069
10 49.300727
10 52.680482
10 49.424241
10 50.202854
11 49.455744
11 48.091203
11 48.339479
11 48.279286
11 47.793066
11 47.694694
11 50.211407
11 49.844322
11 48.183696
11 48.154674
11 48.181052
11 49.233373
11 48.594536
11 49.873116
11 49.859839
11 48.062509
11 49.454814
11 49.395180
11 48.085127
11 48.025743
12 49.355306
12 48.772126
12 48.194137
12 48.979422
12 48.250389
12 48.984547
12 51.977676
12 50.919246
12 47.997005
12 48.434844
12 47.728370
12 49.224866
12 48.349530
12 49.162033
12 49.004794
12 49.106885
12 50.924195
12 55.037621
12 49.479281
12 49.120684
12 49.049280
13 48.621665
13 47.411485
13 48.695369
13 47.621300
13 49.456216
13 47.666775
13 50.614601
13 50.795932
13 48.769019
13 47.982085
13 49.211829
13 49.078319
13 48.890276
13 48.702043
13 64.063190
13 49.131940
13 50.638739
13 53.708619
13 50.011493
13 48.483044
14 48.697206
14 48.132830
14 49.162399
14 48.544269
14 48.100662
14 48.103512
14 48.161434
14 48.810057
14 48.503529
14 47.877123
14 48.637967
14 50.225190
14 48.510585
14 49.114041
14 48.696419
14 48.294773
14 63.416357
14 55.141242
14 51.785387
15 52.264002
15 49.194191
15 47.764327
15 48.456511
15 48.017359
15 49.319059
15 48.674305
15 48.419624
15 48.833745
15 48.108223
15 48.512255
15 55.420266
15 50.207647
15 49.968314
15 48.456301
15 48.926609
15 48.266507
15 51.150110
15 52.372729
15 49.221261
15 50.548412
16 49.620157
16 48.666419
16 54.927360
16 50.312075
16 50.727571
16 51.117765
16 51.038417
16 49.475015
16 50.040902
16 48.714819
16 49.264378
16 49.242083
16 49.704424
16 50.129526
16 49.608524
16 49.946693
16 49.640636
16 50.640289
16 50.148816
17 56.306167
17 50.295589
17 50.454959
17 49.643289
17 50.293872
17 49.677188
17 49.681889
17 48.831670
17 48.832844
17 49.439947
17 49.941422
17 49.607854
17 50.050348
17 54.719682
17 51.457573
17 50.113526
17 50.221753
17 50.274767
17 50.633688
17 48.737169
18 49.956970
18 51.360507
18 49.846729
18 49.903577
18 48.991828
18 48.993122
18 55.027602
18 53.214991
18 50.353265
18 48.982083
18 50.766779
18 51.665506
18 49.167926
18 50.416994
18 50.288111
18 50.578776
18 54.040839
18 50.883187
18 60.676897
18 50.943990
19 51.590504
19 50.287451
19 51.080541
19 51.067840
19 49.360254
19 49.168832
19 49.121780
19 48.973554
19 49.203031
19 48.947764
19 49.341861
19 50.091370
19 51.421080
19 51.425027
19 49.699468
19 50.590845
19 51.697983
19 53.720280
19 49.849024
20 52.229402
20 50.082542
20 49.870753
20 50.901946
20 50.154546
20 50.053346
20 50.663424
20 50.307532
20 50.028159
20 50.676799
20 50.590084
20 50.313337
20 49.759202
20 50.710831
20 51.438235
20 49.896320
20 49.898907
20 51.141316
20 49.357665
20 51.172331
21 66.643984
21 54.121494
21 50.812089
21 52.029281
21 51.055103
21 50.904909
21 52.099398
21 50.435959
21 51.628836
21 49.889377
21 51.104960
21 50.030082
21 53.939370
21 50.579100
21 50.412222
21 52.120226
21 51.489003
21 50.107579
21 49.929505
22 49.752648
22 49.161050
22 49.837819
22 49.336945
22 50.426908
22 50.482855
22 54.608757
22 51.891931
22 50.112226
22 49.854412
22 49.421711
22 50.244001
22 51.782480
22 49.836158
22 50.453528
22 49.244364
22 50.684456
22 50.027482
22 51.355120
22 49.911388
23 49.595090
23 49.760568
23 49.289686
23 48.934600
23 50.178193
23 49.596267
23 50.726402
23 50.250319
23 51.059194
23 50.131360
23 49.134149
23 51.281559
23 49.467548
23 49.565025
23 49.273001
23 48.855663
23 50.159507
23 49.915133
23 50.398950
23 48.725845
24 50.004393
24 54.004627
24 49.800991
24 49.268358
24 49.504905
24 49.264608
24 49.758912
24 51.058123
24 49.239846
24 50.299453
24 50.520095
24 49.506258
24 51.118736
24 49.443058
24 49.235378
24 50.027772
24 57.494718
24 59.834746
24 50.348774
24 50.225045
25 52.115177
25 50.252555
25 49.669791
25 49.301466
25 50.261699
25 49.643899
25 50.248888
25 48.792981
25 49.509739
25 48.933912
25 49.680247
25 50.263038
25 50.324854
25 50.427287
25 51.429053
25 49.498933
25 49.202765
25 50.523086
25 50.127795
25 49.471561
26 48.853557
26 49.514376
26 52.249361
26 48.911816
26 48.338800
26 47.734855
26 49.031815
26 47.785386
26 53.547742
26 48.493133
26 48.452805
26 47.512583
26 50.209837
26 48.772316
26 49.229368
26 48.078458
26 47.930898
26 48.819728
26 48.372631
26 48.811851
27 47.881029
27 49.028399
27 48.166906
27 48.052909
27 47.886543
27 47.692241
27 50.261257
27 48.961778
27 48.157500
27 47.696174
27 49.446372
27 48.088453
27 51.875659
27 52.478542
27 49.157748
27 47.848139
27 50.659646
27 47.481621
27 49.068445
27 48.504433
28 50.294720
28 48.284474
28 48.827274
28 48.489664
28 47.502898
28 48.340446
28 48.633394
28 66.235685
28 47.825322
28 47.904681
28 48.656602
28 49.172179
28 50.452100
28 48.271060
28 48.586018
28 48.386318
28 49.259395
28 49.658032
28 49.605827
28 61.744139
29 49.892576
29 50.415726
29 50.102154
29 48.910555
29 48.163091
29 47.526119
29 48.340187
29 48.066201
29 48.744117
29 50.345997
29 48.149445
29 49.079886
29 50.050205
29 48.078239
29 48.122994
29 49.045451
29 48.996292
29 47.665595
29 49.323826
29 48.769192
29 48.571833
30 49.084608
30 48.076686
30 48.166525
30 48.477526
30 47.983351
30 48.616244
30 47.871927
30 48.088252
30 49.835348
30 47.552649
30 48.453292
30 48.067127
30 48.147575
30 47.893270
30 49.446700
30 47.628823
30 50.515997
